neighbourhood,room_type,number_of_reviews,reviews_per_month,calculated_host_listings_count,price/night
Centrum-West,Entire home/apt,173,2.82,1,210.0
Westerpark,Entire home/apt,38,0.73,1,50.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,119,1.95,1,75.0
Slotervaart,Entire home/apt,60,0.98,1,8.0
De Pijp - Rivierenbuurt,Entire home/apt,3,0.32,1,22.25
De Pijp - Rivierenbuurt,Entire home/apt,89,1.45,1,50.0
Centrum-Oost,Entire home/apt,9,0.15,1,21.571428571428573
De Baarsjes - Oud-West,Entire home/apt,16,0.26,1,82.5
Zuid,Entire home/apt,70,1.14,1,33.0
De Pijp - Rivierenbuurt,Entire home/apt,8,0.17,2,395.0
De Pijp - Rivierenbuurt,Entire home/apt,52,0.86,1,72.5
Centrum-West,Private room,0,0.0,1,100.0
De Baarsjes - Oud-West,Entire home/apt,79,1.29,1,21.75
Bos en Lommer,Entire home/apt,12,0.2,1,36.666666666666664
Gaasperdam - Driemond,Private room,66,1.09,1,20.0
Centrum-West,Entire home/apt,26,0.44,1,48.333333333333336
De Baarsjes - Oud-West,Entire home/apt,3,0.24,1,166.33333333333334
Centrum-West,Entire home/apt,51,0.83,1,50.0
Centrum-West,Entire home/apt,29,0.52,1,83.33333333333333
Oud-Oost,Entire home/apt,37,0.61,1,50.0
Gaasperdam - Driemond,Entire home/apt,18,0.51,1,56.666666666666664
Noord-West,Entire home/apt,15,0.25,1,30.0
Oud-Oost,Entire home/apt,1,0.02,1,27.0
De Baarsjes - Oud-West,Entire home/apt,8,0.34,1,62.5
Oostelijk Havengebied - Indische Buurt,Entire home/apt,4,0.07,1,34.0
Westerpark,Entire home/apt,46,0.75,1,125.0
De Pijp - Rivierenbuurt,Entire home/apt,11,0.18,1,25.0
Oud-Oost,Entire home/apt,61,0.99,2,150.0
Osdorp,Private room,2,0.05,2,40.0
Centrum-West,Entire home/apt,6,0.1,1,11.5
Watergraafsmeer,Private room,28,0.46,1,16.25
De Baarsjes - Oud-West,Entire home/apt,8,0.13,1,69.5
Zuid,Entire home/apt,38,0.63,1,41.0
Oud-Oost,Private room,14,0.27,1,60.0
Centrum-West,Entire home/apt,95,1.57,1,105.0
Oud-Noord,Private room,4,0.33,1,49.0
Westerpark,Entire home/apt,10,0.16,1,21.25
De Baarsjes - Oud-West,Entire home/apt,24,0.53,1,73.33333333333333
De Pijp - Rivierenbuurt,Entire home/apt,18,0.31,1,66.66666666666667
De Baarsjes - Oud-West,Entire home/apt,55,1.17,1,120.0
Zuid,Entire home/apt,8,0.14,1,105.0
Zuid,Entire home/apt,1,0.05,2,29.666666666666668
Zuid,Entire home/apt,15,0.24,1,109.5
Centrum-West,Entire home/apt,5,0.08,1,73.75
Zuid,Entire home/apt,3,0.05,1,115.0
Centrum-West,Entire home/apt,70,1.16,1,74.5
IJburg - Zeeburgereiland,Entire home/apt,26,0.45,1,87.5
Bos en Lommer,Entire home/apt,3,0.05,1,20.0
Westerpark,Entire home/apt,63,1.06,1,58.333333333333336
Bos en Lommer,Entire home/apt,27,0.44,1,40.0
De Baarsjes - Oud-West,Entire home/apt,3,0.05,1,159.85714285714286
Centrum-West,Entire home/apt,33,0.59,1,99.5
Centrum-West,Entire home/apt,320,5.25,1,87.5
Centrum-West,Entire home/apt,3,0.05,1,40.0
IJburg - Zeeburgereiland,Entire home/apt,3,0.06,1,30.0
Bos en Lommer,Entire home/apt,29,0.47,1,59.5
Oud-Oost,Entire home/apt,61,0.99,1,43.5
Centrum-Oost,Entire home/apt,159,2.74,4,46.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,21,0.34,1,31.25
De Pijp - Rivierenbuurt,Entire home/apt,9,0.15,1,30.0
Bos en Lommer,Private room,8,0.13,2,45.0
Buitenveldert - Zuidas,Entire home/apt,3,0.05,1,59.8
Oud-Noord,Entire home/apt,14,0.31,1,21.428571428571427
Zuid,Entire home/apt,17,0.28,1,43.333333333333336
Oud-Oost,Entire home/apt,3,0.62,1,62.5
Zuid,Private room,99,1.6,4,48.5
Bos en Lommer,Entire home/apt,4,0.09,1,9.444444444444445
De Baarsjes - Oud-West,Entire home/apt,9,0.22,1,53.333333333333336
Watergraafsmeer,Entire home/apt,7,0.12,1,48.75
De Baarsjes - Oud-West,Entire home/apt,55,0.9,1,25.0
Centrum-West,Entire home/apt,36,0.59,1,60.0
De Baarsjes - Oud-West,Entire home/apt,44,0.73,1,249.5
De Baarsjes - Oud-West,Entire home/apt,23,0.48,1,58.333333333333336
De Baarsjes - Oud-West,Entire home/apt,62,1.01,1,13.0
Centrum-Oost,Entire home/apt,10,0.18,1,7.0
Centrum-Oost,Entire home/apt,51,0.83,1,149.5
Centrum-West,Entire home/apt,33,0.67,1,116.66666666666667
Centrum-West,Entire home/apt,8,0.13,2,100.0
Westerpark,Entire home/apt,6,0.18,1,70.0
Oud-Oost,Entire home/apt,3,0.05,1,24.75
De Baarsjes - Oud-West,Entire home/apt,13,0.23,1,46.5
De Baarsjes - Oud-West,Entire home/apt,5,0.08,1,70.0
De Pijp - Rivierenbuurt,Entire home/apt,1,0.02,1,5.285714285714286
Watergraafsmeer,Entire home/apt,47,0.77,1,62.5
De Baarsjes - Oud-West,Entire home/apt,21,0.44,1,64.5
Noord-Oost,Private room,168,2.74,2,42.5
Oud-Oost,Entire home/apt,5,0.08,1,18.0
De Pijp - Rivierenbuurt,Entire home/apt,30,0.49,1,73.33333333333333
Noord-West,Entire home/apt,4,0.07,1,100.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,24,0.48,1,80.0
Centrum-Oost,Private room,234,3.8,1,23.0
Centrum-West,Private room,75,1.22,1,62.5
De Baarsjes - Oud-West,Entire home/apt,45,0.77,1,112.5
Oud-Noord,Private room,304,4.95,1,80.0
Oud-Oost,Entire home/apt,5,0.09,4,60.0
De Baarsjes - Oud-West,Private room,338,5.57,1,25.0
Noord-Oost,Entire home/apt,0,0.0,1,37.5
Zuid,Private room,35,0.57,1,10.0
Centrum-West,Private room,219,3.57,2,30.0
Zuid,Private room,0,0.0,1,30.0
Westerpark,Entire home/apt,1,0.41,1,49.0
Centrum-West,Private room,388,6.3,2,80.0
Oud-Oost,Entire home/apt,3,0.05,1,49.5
Oud-Noord,Entire home/apt,11,0.18,2,62.5
Bos en Lommer,Entire home/apt,9,0.15,1,50.0
Westerpark,Private room,1,0.09,1,45.0
Zuid,Entire home/apt,78,1.27,1,77.5
Centrum-West,Private room,131,2.14,1,28.75
Oud-Oost,Entire home/apt,6,0.13,1,1.075
IJburg - Zeeburgereiland,Entire home/apt,9,0.15,1,100.0
De Pijp - Rivierenbuurt,Entire home/apt,44,0.72,1,99.5
Centrum-Oost,Entire home/apt,37,0.6,1,85.0
De Baarsjes - Oud-West,Private room,6,0.1,1,42.5
Bos en Lommer,Entire home/apt,21,0.35,1,72.5
IJburg - Zeeburgereiland,Entire home/apt,8,0.14,1,37.0
De Pijp - Rivierenbuurt,Entire home/apt,6,0.1,1,37.0
De Baarsjes - Oud-West,Entire home/apt,12,0.2,1,27.5
De Pijp - Rivierenbuurt,Entire home/apt,2,0.16,1,41.333333333333336
Slotervaart,Entire home/apt,6,0.1,1,50.0
De Baarsjes - Oud-West,Entire home/apt,5,0.08,1,65.0
Bos en Lommer,Entire home/apt,8,0.13,1,70.0
De Pijp - Rivierenbuurt,Entire home/apt,7,0.12,1,65.0
Centrum-Oost,Private room,29,0.47,1,185.0
De Pijp - Rivierenbuurt,Entire home/apt,3,0.05,1,52.5
Bos en Lommer,Private room,235,3.83,2,39.5
Bos en Lommer,Entire home/apt,32,0.54,1,27.5
Centrum-West,Entire home/apt,30,0.49,1,50.0
De Baarsjes - Oud-West,Private room,61,1.0,1,42.5
De Baarsjes - Oud-West,Private room,2,0.03,1,25.0
Westerpark,Private room,29,0.48,2,3.869565217391304
De Baarsjes - Oud-West,Entire home/apt,1,0.02,1,150.0
Oud-Oost,Entire home/apt,6,0.1,1,45.0
Centrum-Oost,Entire home/apt,18,0.29,1,80.0
Zuid,Entire home/apt,4,0.11,1,30.0
De Baarsjes - Oud-West,Entire home/apt,9,0.16,1,30.0
Centrum-West,Entire home/apt,67,1.11,1,27.5
De Pijp - Rivierenbuurt,Entire home/apt,15,0.25,1,50.0
Centrum-West,Private room,264,4.35,2,18.25
Oud-Oost,Entire home/apt,33,0.55,1,33.0
Centrum-Oost,Entire home/apt,45,0.73,1,150.0
Centrum-Oost,Private room,263,4.29,1,40.0
IJburg - Zeeburgereiland,Private room,184,3.0,2,37.5
Westerpark,Entire home/apt,5,0.08,1,77.66666666666667
Zuid,Entire home/apt,25,0.41,1,66.66666666666667
Oud-Oost,Entire home/apt,23,0.39,1,62.5
Oostelijk Havengebied - Indische Buurt,Private room,58,0.96,2,8.333333333333334
Centrum-West,Entire home/apt,4,0.09,2,11.904761904761905
De Pijp - Rivierenbuurt,Entire home/apt,49,0.81,1,40.0
Watergraafsmeer,Entire home/apt,7,0.12,1,12.0
Westerpark,Entire home/apt,60,0.98,1,56.666666666666664
Westerpark,Entire home/apt,25,0.41,1,36.25
De Pijp - Rivierenbuurt,Entire home/apt,90,1.47,1,75.0
Centrum-West,Private room,147,2.4,1,100.0
Zuid,Entire home/apt,37,0.6,1,69.33333333333333
Centrum-Oost,Entire home/apt,86,1.4,1,130.0
IJburg - Zeeburgereiland,Entire home/apt,22,0.37,1,91.66666666666667
De Baarsjes - Oud-West,Entire home/apt,9,0.15,1,65.0
Westerpark,Entire home/apt,11,0.18,1,34.5
Centrum-West,Entire home/apt,42,0.69,1,30.0
De Pijp - Rivierenbuurt,Entire home/apt,27,0.45,1,82.0
De Baarsjes - Oud-West,Private room,41,0.73,1,49.5
Oud-Oost,Private room,49,0.8,2,62.5
De Baarsjes - Oud-West,Entire home/apt,7,0.12,1,24.75
Centrum-Oost,Entire home/apt,2,0.03,2,17.857142857142858
Centrum-Oost,Entire home/apt,0,0.0,1,49.666666666666664
Westerpark,Entire home/apt,49,0.81,1,57.5
De Pijp - Rivierenbuurt,Entire home/apt,72,1.18,2,397.5
Bos en Lommer,Entire home/apt,44,0.73,1,70.0
Centrum-Oost,Private room,93,2.03,1,52.0
Oud-Noord,Entire home/apt,30,0.51,1,33.333333333333336
Oostelijk Havengebied - Indische Buurt,Entire home/apt,20,0.36,1,18.75
IJburg - Zeeburgereiland,Entire home/apt,1,0.02,1,14.0
Watergraafsmeer,Entire home/apt,30,0.69,1,33.333333333333336
Bijlmer-Centrum,Private room,42,0.91,2,52.0
Bijlmer-Centrum,Private room,40,0.65,2,39.0
Westerpark,Entire home/apt,41,0.68,1,200.0
Noord-Oost,Entire home/apt,14,0.23,1,49.0
De Pijp - Rivierenbuurt,Entire home/apt,32,0.53,1,41.666666666666664
Centrum-West,Entire home/apt,23,0.38,2,150.0
Oud-Oost,Entire home/apt,96,1.58,1,35.333333333333336
Zuid,Entire home/apt,9,0.77,1,84.5
De Aker - Nieuw Sloten,Private room,271,4.47,1,42.5
Westerpark,Entire home/apt,42,0.7,1,46.333333333333336
Noord-Oost,Private room,137,2.26,10,41.0
Westerpark,Entire home/apt,6,0.1,1,90.0
Oud-Oost,Entire home/apt,31,0.51,1,110.0
De Baarsjes - Oud-West,Entire home/apt,40,0.67,1,53.0
De Baarsjes - Oud-West,Entire home/apt,76,1.25,1,43.333333333333336
Centrum-Oost,Entire home/apt,7,0.12,1,27.8
Centrum-West,Entire home/apt,11,0.18,1,42.5
Westerpark,Private room,3,0.05,1,40.0
De Pijp - Rivierenbuurt,Private room,21,0.47,2,35.0
De Pijp - Rivierenbuurt,Entire home/apt,36,0.6,2,100.0
De Pijp - Rivierenbuurt,Entire home/apt,98,1.6,2,235.0
De Baarsjes - Oud-West,Entire home/apt,23,0.39,1,32.666666666666664
Centrum-West,Entire home/apt,51,0.85,1,43.333333333333336
Oostelijk Havengebied - Indische Buurt,Entire home/apt,18,0.3,1,3.475
Zuid,Shared room,3,0.07,1,75.0
Oostelijk Havengebied - Indische Buurt,Private room,84,1.37,2,50.0
Watergraafsmeer,Entire home/apt,5,0.08,1,60.0
De Baarsjes - Oud-West,Entire home/apt,56,0.92,2,93.0
Zuid,Entire home/apt,31,0.51,1,8.181818181818182
Westerpark,Entire home/apt,15,0.26,1,30.0
De Baarsjes - Oud-West,Entire home/apt,18,0.31,1,70.0
De Pijp - Rivierenbuurt,Entire home/apt,14,0.23,1,80.0
Bos en Lommer,Entire home/apt,4,0.07,1,130.0
De Baarsjes - Oud-West,Entire home/apt,54,0.89,1,122.5
Centrum-West,Entire home/apt,7,0.13,1,33.0
Centrum-Oost,Entire home/apt,2,0.06,1,80.0
Oud-Noord,Entire home/apt,5,0.09,1,42.5
Zuid,Entire home/apt,1,0.02,2,45.0
Bijlmer-Oost,Entire home/apt,6,0.1,1,20.0
Centrum-Oost,Private room,2,0.04,1,20.5
Centrum-Oost,Private room,258,4.24,2,21.25
Centrum-West,Entire home/apt,7,0.12,1,8.571428571428571
Bos en Lommer,Entire home/apt,53,0.88,1,220.0
Buitenveldert - Zuidas,Entire home/apt,1,0.02,1,7.5
Centrum-Oost,Private room,7,0.12,2,45.0
Bos en Lommer,Entire home/apt,30,0.5,1,26.666666666666668
De Baarsjes - Oud-West,Entire home/apt,3,0.05,1,6.0
De Baarsjes - Oud-West,Entire home/apt,35,0.58,1,45.0
De Baarsjes - Oud-West,Entire home/apt,17,0.76,1,49.5
Slotervaart,Entire home/apt,0,0.0,1,118.0
Oud-Oost,Entire home/apt,7,0.32,2,40.0
Centrum-West,Entire home/apt,19,0.32,1,75.0
De Baarsjes - Oud-West,Entire home/apt,20,0.33,1,23.75
Centrum-Oost,Entire home/apt,358,5.91,1,87.5
De Pijp - Rivierenbuurt,Entire home/apt,72,1.2,1,46.333333333333336
Centrum-West,Entire home/apt,35,0.58,1,87.5
Zuid,Private room,143,2.36,4,34.0
Westerpark,Private room,1,0.02,1,100.0
De Baarsjes - Oud-West,Entire home/apt,35,0.83,1,69.5
De Baarsjes - Oud-West,Entire home/apt,8,0.13,1,61.25
De Baarsjes - Oud-West,Private room,7,0.12,1,75.0
Zuid,Entire home/apt,49,0.86,1,84.5
Zuid,Entire home/apt,48,0.99,1,120.0
Westerpark,Entire home/apt,12,0.21,1,50.0
Oud-Oost,Entire home/apt,43,0.71,3,38.333333333333336
De Baarsjes - Oud-West,Entire home/apt,26,0.43,2,60.0
Centrum-Oost,Entire home/apt,1,0.02,1,25.0
Centrum-West,Private room,168,2.76,2,75.0
Zuid,Entire home/apt,23,0.38,1,62.5
De Pijp - Rivierenbuurt,Entire home/apt,187,3.1,1,57.5
De Baarsjes - Oud-West,Entire home/apt,7,0.12,1,30.666666666666668
Oostelijk Havengebied - Indische Buurt,Entire home/apt,22,0.37,1,25.0
Oud-Noord,Private room,169,2.83,1,60.0
De Baarsjes - Oud-West,Private room,3,0.05,1,50.0
Geuzenveld - Slotermeer,Entire home/apt,0,0.0,2,75.0
De Pijp - Rivierenbuurt,Entire home/apt,14,0.28,1,60.0
Noord-West,Entire home/apt,45,0.75,1,38.333333333333336
De Baarsjes - Oud-West,Entire home/apt,54,0.93,1,230.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,8,0.13,1,60.0
De Baarsjes - Oud-West,Entire home/apt,20,0.36,1,41.666666666666664
De Baarsjes - Oud-West,Entire home/apt,17,0.29,1,50.0
Zuid,Entire home/apt,16,0.41,1,49.0
Zuid,Entire home/apt,16,0.28,1,95.0
Zuid,Entire home/apt,22,0.39,1,3.1951219512195124
De Baarsjes - Oud-West,Entire home/apt,14,0.23,1,23.75
Watergraafsmeer,Entire home/apt,5,0.11,1,43.0
Oud-Oost,Private room,390,6.4,1,48.0
Oud-Oost,Entire home/apt,16,0.27,1,8.3
Oostelijk Havengebied - Indische Buurt,Entire home/apt,19,0.32,1,26.666666666666668
Westerpark,Shared room,23,0.38,1,76.0
Westerpark,Entire home/apt,56,0.93,1,34.666666666666664
Zuid,Entire home/apt,5,0.14,1,75.0
Centrum-West,Private room,58,0.98,6,39.5
Centrum-West,Private room,60,0.99,6,39.5
Westerpark,Entire home/apt,5,0.09,1,66.66666666666667
Bos en Lommer,Entire home/apt,24,0.51,1,25.0
Centrum-Oost,Entire home/apt,21,0.35,1,21.428571428571427
De Baarsjes - Oud-West,Entire home/apt,7,0.12,1,33.75
Osdorp,Entire home/apt,22,0.4,2,45.0
De Baarsjes - Oud-West,Entire home/apt,86,1.42,1,16.666666666666668
Centrum-Oost,Entire home/apt,15,0.25,1,58.333333333333336
Gaasperdam - Driemond,Entire home/apt,41,0.68,1,75.0
Zuid,Entire home/apt,14,0.24,1,60.0
De Pijp - Rivierenbuurt,Entire home/apt,6,0.1,1,43.0
Westerpark,Entire home/apt,307,5.13,1,38.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,3,0.05,1,40.0
De Baarsjes - Oud-West,Entire home/apt,8,0.13,1,57.5
De Baarsjes - Oud-West,Entire home/apt,10,0.22,1,36.666666666666664
Zuid,Entire home/apt,46,0.77,1,123.33333333333333
De Pijp - Rivierenbuurt,Entire home/apt,9,0.15,1,50.0
De Baarsjes - Oud-West,Entire home/apt,11,0.18,1,50.0
Slotervaart,Entire home/apt,0,0.0,1,15.625
De Baarsjes - Oud-West,Entire home/apt,15,0.26,1,40.0
De Baarsjes - Oud-West,Entire home/apt,17,0.28,1,47.5
IJburg - Zeeburgereiland,Entire home/apt,4,0.08,1,320.0
Zuid,Entire home/apt,13,0.22,1,120.0
Bos en Lommer,Entire home/apt,14,0.24,1,19.833333333333332
Slotervaart,Entire home/apt,1,0.02,1,50.0
De Baarsjes - Oud-West,Entire home/apt,58,0.97,1,50.0
De Baarsjes - Oud-West,Entire home/apt,20,0.37,1,30.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,57,0.94,2,138.0
Watergraafsmeer,Entire home/apt,0,0.0,1,28.571428571428573
Westerpark,Hotel room,47,0.78,1,299.0
Oud-Oost,Entire home/apt,25,0.41,1,85.0
Bos en Lommer,Entire home/apt,2,0.03,1,20.0
Westerpark,Entire home/apt,4,0.07,1,41.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,1,0.02,1,24.0
Oud-Oost,Entire home/apt,0,0.0,1,20.833333333333332
De Pijp - Rivierenbuurt,Entire home/apt,23,0.39,1,36.333333333333336
De Pijp - Rivierenbuurt,Entire home/apt,24,0.4,2,55.0
Centrum-Oost,Entire home/apt,12,0.26,1,22.5
De Baarsjes - Oud-West,Entire home/apt,36,0.75,1,36.666666666666664
De Baarsjes - Oud-West,Entire home/apt,22,0.37,1,58.333333333333336
De Baarsjes - Oud-West,Entire home/apt,23,0.41,1,46.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,3,0.07,1,24.0
De Pijp - Rivierenbuurt,Entire home/apt,41,0.68,1,38.666666666666664
Buitenveldert - Zuidas,Entire home/apt,56,0.93,1,57.0
Centrum-West,Entire home/apt,17,0.3,1,166.66666666666666
Zuid,Entire home/apt,5,0.09,1,99.66666666666667
Bos en Lommer,Entire home/apt,30,0.5,1,100.0
De Baarsjes - Oud-West,Entire home/apt,4,0.07,1,65.0
De Pijp - Rivierenbuurt,Entire home/apt,13,0.21,1,90.0
Centrum-Oost,Entire home/apt,53,0.88,1,59.5
Zuid,Private room,147,3.09,2,3.0
De Baarsjes - Oud-West,Entire home/apt,7,0.12,1,55.0
Zuid,Entire home/apt,14,0.24,1,70.0
Centrum-West,Private room,52,0.87,1,37.5
Westerpark,Private room,363,6.01,2,80.0
Westerpark,Entire home/apt,33,0.55,1,30.0
Oud-Oost,Entire home/apt,2,0.03,1,125.0
De Baarsjes - Oud-West,Private room,128,2.11,1,30.0
Buitenveldert - Zuidas,Private room,274,4.57,2,49.5
Buitenveldert - Zuidas,Private room,249,4.12,2,49.5
De Baarsjes - Oud-West,Entire home/apt,3,0.05,1,21.25
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,83.33333333333333
Watergraafsmeer,Entire home/apt,47,1.01,1,75.0
Oostelijk Havengebied - Indische Buurt,Entire home/apt,0,0.0,1,0.273972602739726
De Pijp - Rivierenbuurt,Entire home/apt,19,0.35,1,56.333333333333336
Oostelijk Havengebied - Indische Buurt,Private room,26,0.69,1,22.5
De Baarsjes - Oud-West,Entire home/apt,10,0.17,1,41.666666666666664
De Baarsjes - Oud-West,Entire home/apt,2,0.03,1,16.5
Centrum-West,Entire home/apt,16,0.27,1,32.5
De Baarsjes - Oud-West,Entire home/apt,4,0.07,2,100.0
Bijlmer-Centrum,Private room,2,0.06,1,25.0
Oud-Oost,Entire home/apt,0,0.0,1,180.0
De Pijp - Rivierenbuurt,Private room,0,0.0,1,300.0
Zuid,Entire home/apt,27,0.55,1,53.333333333333336
De Baarsjes - Oud-West,Entire home/apt,1,0.09,1,52.333333333333336
Oostelijk Havengebied - Indische Buurt,Entire home/apt,18,0.37,1,56.5
Centrum-Oost,Private room,0,0.0,1,150.0
Centrum-Oost,Entire home/apt,9,0.16,1,72.0
IJburg - Zeeburgereiland,Entire home/apt,3,0.09,1,225.0
Zuid,Entire home/apt,3,0.09,1,49.0
IJburg - Zeeburgereiland,Entire home/apt,5,0.09,1,45.0
Bos en Lommer,Entire home/apt,3,0.06,1,14.142857142857142
IJburg - Zeeburgereiland,Entire home/apt,10,0.17,1,69.66666666666667
Oud-Oost,Entire home/apt,9,0.15,1,15.0
Zuid,Entire home/apt,18,0.3,1,71.66666666666667
Oud-Oost,Entire home/apt,21,0.35,1,67.0
De Baarsjes - Oud-West,Entire home/apt,9,0.16,1,30.0
De Baarsjes - Oud-West,Entire home/apt,15,0.26,1,39.666666666666664
Westerpark,Entire home/apt,62,1.03,1,56.333333333333336
Westerpark,Entire home/apt,68,1.13,1,32.5
De Pijp - Rivierenbuurt,Entire home/apt,27,0.46,1,40.0
Centrum-Oost,Entire home/apt,0,0.0,1,14.285714285714286
Geuzenveld - Slotermeer,Private room,151,3.14,1,16.666666666666668
Westerpark,Entire home/apt,25,0.42,1,23.0
De Aker - Nieuw Sloten,Entire home/apt,44,0.74,1,44.5
De Pijp - Rivierenbuurt,Entire home/apt,19,0.43,1,87.5
Noord-West,Entire home/apt,39,0.65,2,31.666666666666668
Westerpark,Entire home/apt,24,0.43,1,45.0
De Baarsjes - Oud-West,Entire home/apt,1,0.1,1,35.714285714285715
Bos en Lommer,Entire home/apt,19,0.32,2,25.0
Centrum-West,Entire home/apt,73,1.22,1,150.0
Zuid,Entire home/apt,0,0.0,1,21.428571428571427
Noord-West,Private room,262,4.33,1,44.5
De Pijp - Rivierenbuurt,Entire home/apt,8,0.14,1,109.0
De Baarsjes - Oud-West,Entire home/apt,48,0.82,1,38.333333333333336
Oud-Noord,Private room,4,0.07,2,37.5
Westerpark,Entire home/apt,65,1.09,1,150.0
IJburg - Zeeburgereiland,Entire home/apt,2,0.03,1,42.5
De Baarsjes - Oud-West,Entire home/apt,9,0.15,1,20.0
De Pijp - Rivierenbuurt,Entire home/apt,8,0.14,1,49.5
Oud-Noord,Entire home/apt,25,0.55,1,75.0
Centrum-West,Entire home/apt,3,0.05,1,66.66666666666667
Centrum-West,Private room,34,0.57,1,62.5
Oud-Oost,Entire home/apt,1,0.02,1,21.428571428571427
De Baarsjes - Oud-West,Entire home/apt,0,0.0,1,25.714285714285715
De Pijp - Rivierenbuurt,Entire home/apt,6,0.1,1,39.5
Oud-Oost,Entire home/apt,6,0.11,1,60.0
IJburg - Zeeburgereiland,Entire home/apt,6,0.3,1,50.0
Oud-Oost,Entire home/apt,21,0.37,1,95.0
Bos en Lommer,Entire home/apt,2,0.03,1,50.0
De Pijp - Rivierenbuurt,Entire home/apt,18,0.37,1,41.333333333333336
De Baarsjes - Oud-West,Entire home/apt,28,0.47,1,49.666666666666664
Centrum-West,Entire home/apt,15,0.25,1,62.5
Watergraafsmeer,Entire home/apt,39,0.87,1,37.5
Westerpark,Entire home/apt,35,0.58,1,36.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,46,0.78,1,46.333333333333336
Centrum-West,Entire home/apt,30,0.52,1,62.5
Osdorp,Entire home/apt,11,0.18,1,15.0
De Baarsjes - Oud-West,Entire home/apt,30,0.5,1,49.666666666666664
Buitenveldert - Zuidas,Entire home/apt,1,0.14,1,56.25
De Baarsjes - Oud-West,Entire home/apt,15,0.27,1,8.571428571428571
Westerpark,Entire home/apt,1,0.02,1,145.0
De Baarsjes - Oud-West,Entire home/apt,1,0.02,1,85.0
Bos en Lommer,Entire home/apt,55,0.92,2,49.666666666666664
Westerpark,Entire home/apt,27,0.48,1,75.0
Centrum-Oost,Hotel room,20,0.43,4,19.857142857142858
Oud-Oost,Entire home/apt,8,0.13,1,69.5
De Baarsjes - Oud-West,Entire home/apt,21,0.37,1,50.0
Zuid,Entire home/apt,14,0.23,1,63.333333333333336
De Baarsjes - Oud-West,Entire home/apt,26,0.44,1,30.0
De Baarsjes - Oud-West,Entire home/apt,9,0.2,1,46.25
Westerpark,Entire home/apt,0,0.0,1,41.666666666666664
Noord-Oost,Entire home/apt,1,0.03,1,83.33333333333333
De Pijp - Rivierenbuurt,Entire home/apt,63,1.15,1,42.666666666666664
Centrum-West,Entire home/apt,272,4.57,1,35.0
De Baarsjes - Oud-West,Entire home/apt,16,0.27,1,59.5
De Baarsjes - Oud-West,Entire home/apt,8,0.13,5,60.0
Noord-West,Private room,1,0.02,1,20.0
Centrum-Oost,Entire home/apt,0,0.0,1,72.5
Centrum-West,Entire home/apt,7,0.3,1,160.0
Noord-Oost,Entire home/apt,27,0.47,1,30.0
Oud-Oost,Entire home/apt,38,0.63,1,65.0
Centrum-West,Private room,41,0.7,6,39.5
Oostelijk Havengebied - Indische Buurt,Private room,94,1.6,3,13.8
Zuid,Entire home/apt,9,0.15,1,36.0
Oud-Oost,Private room,206,3.42,1,67.5
De Baarsjes - Oud-West,Entire home/apt,44,0.73,1,80.0
De Baarsjes - Oud-West,Entire home/apt,1,0.02,2,20.0
Oostelijk Havengebied - Indische Buurt,Private room,158,2.65,1,28.666666666666668
De Pijp - Rivierenbuurt,Entire home/apt,37,0.62,1,49.666666666666664
De Pijp - Rivierenbuurt,Entire home/apt,18,0.41,1,100.0
IJburg - Zeeburgereiland,Entire home/apt,13,0.23,1,46.666666666666664
De Baarsjes - Oud-West,Entire home/apt,33,0.56,1,50.0
De Baarsjes - Oud-West,Entire home/apt,21,0.37,1,85.33333333333333
Centrum-West,Entire home/apt,26,0.43,1,46.25
Oud-Oost,Entire home/apt,17,0.3,1,43.75
De Baarsjes - Oud-West,Entire home/apt,10,0.29,1,30.0
Oud-Oost,Entire home/apt,14,0.24,1,23.0
Oud-Noord,Entire home/apt,12,0.26,1,58.333333333333336
Oud-Noord,Entire home/apt,1,0.02,1,18.75
Westerpark,Entire home/apt,1,0.02,1,30.0
De Pijp - Rivierenbuurt,Entire home/apt,5,0.08,1,105.0
Centrum-Oost,Entire home/apt,20,0.34,1,20.0
De Baarsjes - Oud-West,Entire home/apt,32,0.55,1,46.666666666666664
De Baarsjes - Oud-West,Entire home/apt,2,0.03,1,105.0
Centrum-Oost,Entire home/apt,0,0.0,1,3.5
